name,datetime,order_type,volume,min_price,max_price,range,median,avg_price,mod_rank,item_id
afuris_prime_link,2023-08-01T00:00:00.000+00:00,closed,10,2.0,5.0,3.0,4.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-28T00:00:00.000+00:00,buy,4005,1.0,3.0,2.0,2.0,2.0,,639a941d74b02f008887784d
afuris_prime_link,2023-08-01T00:00:00.000+00:00,buy,3259,1.0,5.0,4.0,2.0,3.0,,639a941d74b02f008887784d
afuris_prime_link,2023-08-01T00:00:00.000+00:00,sell,166,3.0,7.0,4.0,5.0,5.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-31T00:00:00.000+00:00,buy,2273,1.0,3.0,2.0,2.0,2.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-28T00:00:00.000+00:00,closed,19,2.0,5.0,3.0,4.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-27T00:00:00.000+00:00,closed,16,2.0,5.0,3.0,4.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-29T00:00:00.000+00:00,sell,152,3.0,7.0,4.0,5.0,5.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-29T00:00:00.000+00:00,buy,4586,1.0,3.0,2.0,2.0,2.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-29T00:00:00.000+00:00,closed,26,2.0,5.0,3.0,4.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-26T00:00:00.000+00:00,closed,14,2.0,5.0,3.0,3.0,3.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-26T00:00:00.000+00:00,buy,3006,1.0,4.0,3.0,2.0,2.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-27T00:00:00.000+00:00,sell,196,3.0,7.0,4.0,4.0,5.0,,639a941d74b02f008887784d
afuris_prime_link,2023-07-27T00:00:00.000+00:00,buy,4134,1.0,4.0,3.0,2.0,2.5,,639a941d74b02f008887784d
afuris_prime_link,2023-07-30T00:00:00.000+00:00,sell,141,3.0,7.0,4.0,5.0,5.0,,639a941d74b02f008887784d
