name,datetime,order_type,volume,min_price,max_price,avg_price,mod_rank,median,item_id,range
burston_prime_barrel,2023-08-21T00:00:00.000+00:00,buy,15728,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff39,3.0
burston_prime_barrel,2023-08-21T00:00:00.000+00:00,sell,259,2.0,6.0,4.0,,4.0,54a73e65e779893a797fff39,4.0
burston_prime_barrel,2023-08-17T00:00:00.000+00:00,closed,27,1.0,5.0,3.0,,3.0,54a73e65e779893a797fff39,4.0
burston_prime_barrel,2023-08-17T00:00:00.000+00:00,buy,19271,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff39,3.0
burston_prime_barrel,2023-08-17T00:00:00.000+00:00,sell,202,2.0,6.0,4.0,,4.0,54a73e65e779893a797fff39,4.0
burston_prime_barrel,2023-08-16T00:00:00.000+00:00,closed,37,1.0,5.0,3.0,,3.0,54a73e65e779893a797fff39,4.0
burston_prime_barrel,2023-08-16T00:00:00.000+00:00,buy,20831,1.0,3.0,2.0,,2.0,54a73e65e779893a797fff39,2.0
burston_prime_barrel,2023-08-16T00:00:00.000+00:00,sell,213,2.0,6.0,4.0,,4.0,54a73e65e779893a797fff39,4.0
burston_prime_barrel,2023-08-15T00:00:00.000+00:00,closed,13,2.0,5.0,3.5,,3.0,54a73e65e779893a797fff39,3.0
burston_prime_barrel,2023-08-15T00:00:00.000+00:00,buy,21588,1.0,3.0,2.0,,2.0,54a73e65e779893a797fff39,2.0
burston_prime_barrel,2023-08-15T00:00:00.000+00:00,sell,221,3.0,7.0,5.0,,4.0,54a73e65e779893a797fff39,4.0
burston_prime_blueprint,2023-08-24T00:00:00.000+00:00,closed,3,3.0,4.0,3.5,,3.0,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-24T00:00:00.000+00:00,buy,8,1.0,2.0,1.5,,1.5,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-24T00:00:00.000+00:00,sell,159,2.0,10.0,6.0,,5.0,54a73e65e779893a797fff3a,8.0
burston_prime_blueprint,2023-08-23T00:00:00.000+00:00,closed,5,2.0,5.0,3.5,,4.0,54a73e65e779893a797fff3a,3.0
burston_prime_blueprint,2023-08-23T00:00:00.000+00:00,buy,9998,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3a,0.0
burston_prime_blueprint,2023-08-23T00:00:00.000+00:00,sell,162,2.0,10.0,6.0,,5.0,54a73e65e779893a797fff3a,8.0
burston_prime_blueprint,2023-08-22T00:00:00.000+00:00,closed,6,3.0,5.0,4.0,,4.0,54a73e65e779893a797fff3a,2.0
burston_prime_blueprint,2023-08-22T00:00:00.000+00:00,buy,10000,1.0,2.0,1.5,,1.5,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-22T00:00:00.000+00:00,sell,142,3.0,7.0,5.0,,4.0,54a73e65e779893a797fff3a,4.0
burston_prime_blueprint,2023-08-21T00:00:00.000+00:00,closed,6,2.0,4.0,3.0,,4.0,54a73e65e779893a797fff3a,2.0
burston_prime_blueprint,2023-08-21T00:00:00.000+00:00,buy,10001,1.0,2.0,1.5,,2.0,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-21T00:00:00.000+00:00,sell,154,3.0,7.0,5.0,,4.0,54a73e65e779893a797fff3a,4.0
burston_prime_blueprint,2023-08-17T00:00:00.000+00:00,closed,8,3.0,5.0,4.0,,3.0,54a73e65e779893a797fff3a,2.0
burston_prime_blueprint,2023-08-17T00:00:00.000+00:00,buy,10313,1.0,2.0,1.5,,1.0,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-17T00:00:00.000+00:00,sell,183,1.0,10.0,5.5,,5.0,54a73e65e779893a797fff3a,9.0
burston_prime_blueprint,2023-08-16T00:00:00.000+00:00,closed,4,2.0,4.0,3.0,,3.0,54a73e65e779893a797fff3a,2.0
burston_prime_blueprint,2023-08-16T00:00:00.000+00:00,buy,10313,1.0,2.0,1.5,,1.0,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-16T00:00:00.000+00:00,sell,115,3.0,7.0,5.0,,4.0,54a73e65e779893a797fff3a,4.0
burston_prime_blueprint,2023-08-15T00:00:00.000+00:00,closed,3,3.0,3.0,3.0,,3.0,54a73e65e779893a797fff3a,0.0
burston_prime_blueprint,2023-08-15T00:00:00.000+00:00,buy,10313,1.0,2.0,1.5,,1.0,54a73e65e779893a797fff3a,1.0
burston_prime_blueprint,2023-08-15T00:00:00.000+00:00,sell,142,3.0,7.0,5.0,,4.0,54a73e65e779893a797fff3a,4.0
burston_prime_set,2023-08-24T00:00:00.000+00:00,closed,25,8.0,10.0,9.0,,9.0,56783f24cbfa8f0432dd8995,2.0
burston_prime_set,2023-08-24T00:00:00.000+00:00,buy,1560,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-24T00:00:00.000+00:00,sell,266,8.0,12.0,10.0,,10.0,56783f24cbfa8f0432dd8995,4.0
burston_prime_set,2023-08-23T00:00:00.000+00:00,closed,24,8.0,10.0,9.0,,9.5,56783f24cbfa8f0432dd8995,2.0
burston_prime_set,2023-08-23T00:00:00.000+00:00,buy,11365,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-23T00:00:00.000+00:00,sell,223,8.0,12.0,10.0,,10.0,56783f24cbfa8f0432dd8995,4.0
burston_prime_set,2023-08-22T00:00:00.000+00:00,closed,29,7.0,10.0,8.5,,9.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-22T00:00:00.000+00:00,buy,11571,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-22T00:00:00.000+00:00,sell,310,5.0,15.0,10.0,,10.0,56783f24cbfa8f0432dd8995,10.0
burston_prime_set,2023-08-21T00:00:00.000+00:00,closed,20,7.0,10.0,8.5,,9.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-21T00:00:00.000+00:00,buy,12478,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-21T00:00:00.000+00:00,sell,254,8.0,12.0,10.0,,10.0,56783f24cbfa8f0432dd8995,4.0
burston_prime_set,2023-08-17T00:00:00.000+00:00,closed,18,7.0,10.0,8.5,,9.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-17T00:00:00.000+00:00,buy,12118,4.0,6.0,5.0,,5.0,56783f24cbfa8f0432dd8995,2.0
burston_prime_set,2023-08-17T00:00:00.000+00:00,sell,259,8.0,12.0,10.0,,10.0,56783f24cbfa8f0432dd8995,4.0
burston_prime_set,2023-08-16T00:00:00.000+00:00,closed,21,7.0,10.0,8.5,,9.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-16T00:00:00.000+00:00,buy,12670,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-16T00:00:00.000+00:00,sell,243,8.0,12.0,10.0,,10.0,56783f24cbfa8f0432dd8995,4.0
burston_prime_set,2023-08-15T00:00:00.000+00:00,closed,15,7.0,10.0,8.5,,9.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-15T00:00:00.000+00:00,buy,13756,4.0,7.0,5.5,,5.0,56783f24cbfa8f0432dd8995,3.0
burston_prime_set,2023-08-15T00:00:00.000+00:00,sell,294,5.0,15.0,10.0,,10.0,56783f24cbfa8f0432dd8995,10.0
burston_prime_stock,2023-08-24T00:00:00.000+00:00,closed,10,1.0,3.0,2.0,,2.0,54a73e65e779893a797fff3c,2.0
burston_prime_stock,2023-08-24T00:00:00.000+00:00,buy,10,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-24T00:00:00.000+00:00,sell,224,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-23T00:00:00.000+00:00,closed,3,1.0,2.0,1.5,,1.0,54a73e65e779893a797fff3c,1.0
burston_prime_stock,2023-08-23T00:00:00.000+00:00,buy,10008,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-23T00:00:00.000+00:00,sell,228,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-22T00:00:00.000+00:00,closed,7,1.0,3.0,2.0,,1.0,54a73e65e779893a797fff3c,2.0
burston_prime_stock,2023-08-22T00:00:00.000+00:00,buy,10008,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-22T00:00:00.000+00:00,sell,224,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-21T00:00:00.000+00:00,closed,2,1.0,2.0,1.5,,1.5,54a73e65e779893a797fff3c,1.0
burston_prime_stock,2023-08-21T00:00:00.000+00:00,buy,10008,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-21T00:00:00.000+00:00,sell,225,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-17T00:00:00.000+00:00,closed,13,1.0,2.0,1.5,,1.0,54a73e65e779893a797fff3c,1.0
burston_prime_stock,2023-08-17T00:00:00.000+00:00,buy,10312,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-17T00:00:00.000+00:00,sell,205,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-16T00:00:00.000+00:00,closed,6,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-16T00:00:00.000+00:00,buy,10313,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-16T00:00:00.000+00:00,sell,178,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
burston_prime_stock,2023-08-15T00:00:00.000+00:00,closed,6,1.0,3.0,2.0,,2.0,54a73e65e779893a797fff3c,2.0
burston_prime_stock,2023-08-15T00:00:00.000+00:00,buy,10313,1.0,1.0,1.0,,1.0,54a73e65e779893a797fff3c,0.0
burston_prime_stock,2023-08-15T00:00:00.000+00:00,sell,226,1.0,4.0,2.5,,2.0,54a73e65e779893a797fff3c,3.0
carmine_penta_barrel,2023-08-24T00:00:00.000+00:00,closed,6,10.0,11.0,10.5,,10.0,60575dd590a69e0070a89ed3,1.0
carmine_penta_barrel,2023-08-24T00:00:00.000+00:00,buy,11,5.0,10.0,7.5,,7.0,60575dd590a69e0070a89ed3,5.0
carmine_penta_barrel,2023-08-24T00:00:00.000+00:00,sell,117,9.0,17.0,13.0,,13.0,60575dd590a69e0070a89ed3,8.0
carmine_penta_barrel,2023-08-23T00:00:00.000+00:00,closed,5,10.0,10.0,10.0,,10.0,60575dd590a69e0070a89ed3,0.0
carmine_penta_barrel,2023-08-23T00:00:00.000+00:00,buy,15,5.0,7.0,6.0,,7.0,60575dd590a69e0070a89ed3,2.0
carmine_penta_barrel,2023-08-23T00:00:00.000+00:00,sell,87,9.0,16.0,12.5,,14.0,60575dd590a69e0070a89ed3,7.0
carmine_penta_barrel,2023-08-22T00:00:00.000+00:00,closed,2,10.0,11.0,10.5,,10.5,60575dd590a69e0070a89ed3,1.0
carmine_penta_barrel,2023-08-22T00:00:00.000+00:00,buy,19,5.0,8.0,6.5,,7.0,60575dd590a69e0070a89ed3,3.0
carmine_penta_barrel,2023-08-22T00:00:00.000+00:00,sell,104,9.0,16.0,12.5,,13.0,60575dd590a69e0070a89ed3,7.0
carmine_penta_barrel,2023-08-21T00:00:00.000+00:00,closed,2,8.0,10.0,9.0,,9.0,60575dd590a69e0070a89ed3,2.0
carmine_penta_barrel,2023-08-21T00:00:00.000+00:00,buy,13,5.0,10.0,7.5,,7.0,60575dd590a69e0070a89ed3,5.0
carmine_penta_barrel,2023-08-21T00:00:00.000+00:00,sell,104,9.0,17.0,13.0,,13.0,60575dd590a69e0070a89ed3,8.0
carmine_penta_barrel,2023-08-17T00:00:00.000+00:00,closed,10,8.0,11.0,9.5,,10.0,60575dd590a69e0070a89ed3,3.0
carmine_penta_barrel,2023-08-17T00:00:00.000+00:00,buy,17,4.0,10.0,7.0,,5.0,60575dd590a69e0070a89ed3,6.0
carmine_penta_barrel,2023-08-17T00:00:00.000+00:00,sell,125,8.0,22.0,15.0,,14.5,60575dd590a69e0070a89ed3,14.0
carmine_penta_barrel,2023-08-16T00:00:00.000+00:00,closed,12,10.0,12.0,11.0,,10.0,60575dd590a69e0070a89ed3,2.0
carmine_penta_barrel,2023-08-16T00:00:00.000+00:00,buy,22,5.0,11.0,8.0,,7.0,60575dd590a69e0070a89ed3,6.0
carmine_penta_barrel,2023-08-16T00:00:00.000+00:00,sell,124,8.0,20.0,14.0,,11.0,60575dd590a69e0070a89ed3,12.0
carmine_penta_barrel,2023-08-15T00:00:00.000+00:00,closed,10,9.0,14.0,11.5,,12.0,60575dd590a69e0070a89ed3,5.0
carmine_penta_barrel,2023-08-15T00:00:00.000+00:00,buy,15,5.0,10.0,7.5,,7.0,60575dd590a69e0070a89ed3,5.0
carmine_penta_barrel,2023-08-15T00:00:00.000+00:00,sell,106,8.0,22.0,15.0,,13.0,60575dd590a69e0070a89ed3,14.0
carmine_penta_blueprint,2023-08-24T00:00:00.000+00:00,closed,6,5.0,14.0,9.5,,9.5,60575dd690a69e0070a89ed4,9.0
carmine_penta_blueprint,2023-08-24T00:00:00.000+00:00,buy,14,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-24T00:00:00.000+00:00,sell,124,7.0,18.0,12.5,,10.0,60575dd690a69e0070a89ed4,11.0
carmine_penta_blueprint,2023-08-23T00:00:00.000+00:00,closed,5,10.0,12.0,11.0,,10.0,60575dd690a69e0070a89ed4,2.0
carmine_penta_blueprint,2023-08-23T00:00:00.000+00:00,buy,12,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-23T00:00:00.000+00:00,sell,111,6.0,20.0,13.0,,10.5,60575dd690a69e0070a89ed4,14.0
carmine_penta_blueprint,2023-08-22T00:00:00.000+00:00,closed,3,8.0,10.0,9.0,,9.0,60575dd690a69e0070a89ed4,2.0
carmine_penta_blueprint,2023-08-22T00:00:00.000+00:00,buy,18,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-22T00:00:00.000+00:00,sell,127,6.0,16.0,11.0,,10.0,60575dd690a69e0070a89ed4,10.0
carmine_penta_blueprint,2023-08-21T00:00:00.000+00:00,closed,5,8.0,15.0,11.5,,9.0,60575dd690a69e0070a89ed4,7.0
carmine_penta_blueprint,2023-08-21T00:00:00.000+00:00,buy,11,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-21T00:00:00.000+00:00,sell,142,6.0,15.0,10.5,,10.0,60575dd690a69e0070a89ed4,9.0
carmine_penta_blueprint,2023-08-17T00:00:00.000+00:00,closed,5,10.0,12.0,11.0,,10.0,60575dd690a69e0070a89ed4,2.0
carmine_penta_blueprint,2023-08-17T00:00:00.000+00:00,buy,12,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-17T00:00:00.000+00:00,sell,169,6.0,20.0,13.0,,11.0,60575dd690a69e0070a89ed4,14.0
carmine_penta_blueprint,2023-08-16T00:00:00.000+00:00,closed,8,9.0,11.0,10.0,,10.0,60575dd690a69e0070a89ed4,2.0
carmine_penta_blueprint,2023-08-16T00:00:00.000+00:00,buy,14,5.0,6.0,5.5,,5.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-16T00:00:00.000+00:00,sell,148,7.0,20.0,13.5,,12.0,60575dd690a69e0070a89ed4,13.0
carmine_penta_blueprint,2023-08-15T00:00:00.000+00:00,closed,4,9.0,10.0,9.5,,10.0,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-15T00:00:00.000+00:00,buy,7,5.0,6.0,5.5,,5.5,60575dd690a69e0070a89ed4,1.0
carmine_penta_blueprint,2023-08-15T00:00:00.000+00:00,sell,148,7.0,16.0,11.5,,10.0,60575dd690a69e0070a89ed4,9.0
carmine_penta_receiver,2023-08-24T00:00:00.000+00:00,closed,10,10.0,15.0,12.5,,11.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-24T00:00:00.000+00:00,buy,30,5.0,10.0,7.5,,8.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-24T00:00:00.000+00:00,sell,133,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed1,17.0
carmine_penta_receiver,2023-08-23T00:00:00.000+00:00,closed,4,11.0,15.0,13.0,,13.0,60575dd590a69e0070a89ed1,4.0
carmine_penta_receiver,2023-08-23T00:00:00.000+00:00,buy,27,5.0,10.0,7.5,,8.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-23T00:00:00.000+00:00,sell,89,8.0,29.0,18.5,,15.0,60575dd590a69e0070a89ed1,21.0
carmine_penta_receiver,2023-08-22T00:00:00.000+00:00,closed,16,9.0,19.0,14.0,,14.0,60575dd590a69e0070a89ed1,10.0
carmine_penta_receiver,2023-08-22T00:00:00.000+00:00,buy,38,5.0,10.0,7.5,,8.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-22T00:00:00.000+00:00,sell,124,9.0,25.0,17.0,,15.0,60575dd590a69e0070a89ed1,16.0
carmine_penta_receiver,2023-08-21T00:00:00.000+00:00,closed,5,13.0,15.0,14.0,,13.0,60575dd590a69e0070a89ed1,2.0
carmine_penta_receiver,2023-08-21T00:00:00.000+00:00,buy,27,5.0,12.0,8.5,,9.0,60575dd590a69e0070a89ed1,7.0
carmine_penta_receiver,2023-08-21T00:00:00.000+00:00,sell,134,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed1,17.0
carmine_penta_receiver,2023-08-17T00:00:00.000+00:00,closed,6,11.0,15.0,13.0,,15.0,60575dd590a69e0070a89ed1,4.0
carmine_penta_receiver,2023-08-17T00:00:00.000+00:00,buy,36,5.0,12.0,8.5,,10.0,60575dd590a69e0070a89ed1,7.0
carmine_penta_receiver,2023-08-17T00:00:00.000+00:00,sell,115,9.0,25.0,17.0,,15.0,60575dd590a69e0070a89ed1,16.0
carmine_penta_receiver,2023-08-16T00:00:00.000+00:00,closed,8,10.0,15.0,12.5,,15.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-16T00:00:00.000+00:00,buy,35,5.0,10.0,7.5,,8.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-16T00:00:00.000+00:00,sell,109,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed1,17.0
carmine_penta_receiver,2023-08-15T00:00:00.000+00:00,closed,7,10.0,15.0,12.5,,10.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-15T00:00:00.000+00:00,buy,22,5.0,10.0,7.5,,8.0,60575dd590a69e0070a89ed1,5.0
carmine_penta_receiver,2023-08-15T00:00:00.000+00:00,sell,116,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed1,17.0
carmine_penta_set,2023-08-24T00:00:00.000+00:00,closed,9,52.0,94.0,73.0,,74.0,60575dd690a69e0070a89ed5,42.0
carmine_penta_set,2023-08-24T00:00:00.000+00:00,buy,93,25.0,57.0,41.0,,40.0,60575dd690a69e0070a89ed5,32.0
carmine_penta_set,2023-08-24T00:00:00.000+00:00,sell,136,65.0,150.0,107.5,,95.0,60575dd690a69e0070a89ed5,85.0
carmine_penta_set,2023-08-23T00:00:00.000+00:00,closed,7,56.0,84.0,70.0,,75.0,60575dd690a69e0070a89ed5,28.0
carmine_penta_set,2023-08-23T00:00:00.000+00:00,buy,86,30.0,52.0,41.0,,40.0,60575dd690a69e0070a89ed5,22.0
carmine_penta_set,2023-08-23T00:00:00.000+00:00,sell,111,65.0,150.0,107.5,,95.0,60575dd690a69e0070a89ed5,85.0
carmine_penta_set,2023-08-22T00:00:00.000+00:00,closed,1,75.0,75.0,75.0,,75.0,60575dd690a69e0070a89ed5,0.0
carmine_penta_set,2023-08-22T00:00:00.000+00:00,buy,100,20.0,65.0,42.5,,41.0,60575dd690a69e0070a89ed5,45.0
carmine_penta_set,2023-08-22T00:00:00.000+00:00,sell,98,60.0,129.0,94.5,,90.0,60575dd690a69e0070a89ed5,69.0
carmine_penta_set,2023-08-21T00:00:00.000+00:00,closed,3,90.0,90.0,90.0,,90.0,60575dd690a69e0070a89ed5,0.0
carmine_penta_set,2023-08-21T00:00:00.000+00:00,buy,106,20.0,65.0,42.5,,45.0,60575dd690a69e0070a89ed5,45.0
carmine_penta_set,2023-08-21T00:00:00.000+00:00,sell,98,60.0,130.0,95.0,,90.0,60575dd690a69e0070a89ed5,70.0
carmine_penta_set,2023-08-17T00:00:00.000+00:00,closed,1,70.0,70.0,70.0,,70.0,60575dd690a69e0070a89ed5,0.0
carmine_penta_set,2023-08-17T00:00:00.000+00:00,buy,115,15.0,65.0,40.0,,40.0,60575dd690a69e0070a89ed5,50.0
carmine_penta_set,2023-08-17T00:00:00.000+00:00,sell,101,60.0,140.0,100.0,,94.0,60575dd690a69e0070a89ed5,80.0
carmine_penta_set,2023-08-16T00:00:00.000+00:00,closed,4,73.0,90.0,81.5,,82.5,60575dd690a69e0070a89ed5,17.0
carmine_penta_set,2023-08-16T00:00:00.000+00:00,buy,41,15.0,70.0,42.5,,42.0,60575dd690a69e0070a89ed5,55.0
carmine_penta_set,2023-08-16T00:00:00.000+00:00,sell,110,65.0,140.0,102.5,,90.0,60575dd690a69e0070a89ed5,75.0
carmine_penta_set,2023-08-15T00:00:00.000+00:00,closed,6,62.0,88.0,75.0,,82.5,60575dd690a69e0070a89ed5,26.0
carmine_penta_set,2023-08-15T00:00:00.000+00:00,buy,97,20.0,65.0,42.5,,35.0,60575dd690a69e0070a89ed5,45.0
carmine_penta_set,2023-08-15T00:00:00.000+00:00,sell,94,65.0,129.0,97.0,,90.0,60575dd690a69e0070a89ed5,64.0
carmine_penta_stock,2023-08-24T00:00:00.000+00:00,closed,4,10.0,15.0,12.5,,12.5,60575dd590a69e0070a89ed2,5.0
carmine_penta_stock,2023-08-24T00:00:00.000+00:00,buy,20,4.0,8.0,6.0,,6.0,60575dd590a69e0070a89ed2,4.0
carmine_penta_stock,2023-08-24T00:00:00.000+00:00,sell,133,10.0,20.0,15.0,,15.0,60575dd590a69e0070a89ed2,10.0
carmine_penta_stock,2023-08-23T00:00:00.000+00:00,closed,5,7.0,13.0,10.0,,10.0,60575dd590a69e0070a89ed2,6.0
carmine_penta_stock,2023-08-23T00:00:00.000+00:00,buy,16,4.0,7.0,5.5,,5.0,60575dd590a69e0070a89ed2,3.0
carmine_penta_stock,2023-08-23T00:00:00.000+00:00,sell,104,10.0,20.0,15.0,,15.0,60575dd590a69e0070a89ed2,10.0
carmine_penta_stock,2023-08-22T00:00:00.000+00:00,closed,6,8.0,15.0,11.5,,10.0,60575dd590a69e0070a89ed2,7.0
carmine_penta_stock,2023-08-22T00:00:00.000+00:00,buy,28,4.0,10.0,7.0,,7.0,60575dd590a69e0070a89ed2,6.0
carmine_penta_stock,2023-08-22T00:00:00.000+00:00,sell,137,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed2,17.0
carmine_penta_stock,2023-08-21T00:00:00.000+00:00,closed,6,9.0,15.0,12.0,,12.0,60575dd590a69e0070a89ed2,6.0
carmine_penta_stock,2023-08-21T00:00:00.000+00:00,buy,21,2.0,10.0,6.0,,7.0,60575dd590a69e0070a89ed2,8.0
carmine_penta_stock,2023-08-21T00:00:00.000+00:00,sell,148,8.0,23.0,15.5,,15.0,60575dd590a69e0070a89ed2,15.0
carmine_penta_stock,2023-08-17T00:00:00.000+00:00,closed,7,9.0,12.0,10.5,,10.0,60575dd590a69e0070a89ed2,3.0
carmine_penta_stock,2023-08-17T00:00:00.000+00:00,buy,24,2.0,10.0,6.0,,7.0,60575dd590a69e0070a89ed2,8.0
carmine_penta_stock,2023-08-17T00:00:00.000+00:00,sell,121,8.0,29.0,18.5,,15.0,60575dd590a69e0070a89ed2,21.0
carmine_penta_stock,2023-08-16T00:00:00.000+00:00,closed,11,9.0,15.0,12.0,,11.0,60575dd590a69e0070a89ed2,6.0
carmine_penta_stock,2023-08-16T00:00:00.000+00:00,buy,21,5.0,10.0,7.5,,6.5,60575dd590a69e0070a89ed2,5.0
carmine_penta_stock,2023-08-16T00:00:00.000+00:00,sell,116,8.0,25.0,16.5,,15.0,60575dd590a69e0070a89ed2,17.0
carmine_penta_stock,2023-08-15T00:00:00.000+00:00,closed,13,9.0,20.0,14.5,,15.0,60575dd590a69e0070a89ed2,11.0
carmine_penta_stock,2023-08-15T00:00:00.000+00:00,buy,14,5.0,10.0,7.5,,7.0,60575dd590a69e0070a89ed2,5.0
carmine_penta_stock,2023-08-15T00:00:00.000+00:00,sell,107,9.0,25.0,17.0,,15.0,60575dd590a69e0070a89ed2,16.0
carrier_prime_blueprint,2023-08-24T00:00:00.000+00:00,closed,3,7.0,10.0,8.5,,9.0,559daac1e779897b4253a85e,3.0
carrier_prime_blueprint,2023-08-24T00:00:00.000+00:00,buy,18,4.0,7.0,5.5,,5.0,559daac1e779897b4253a85e,3.0
carrier_prime_blueprint,2023-08-24T00:00:00.000+00:00,sell,135,5.0,15.0,10.0,,10.0,559daac1e779897b4253a85e,10.0
carrier_prime_blueprint,2023-08-23T00:00:00.000+00:00,closed,6,7.0,11.0,9.0,,9.5,559daac1e779897b4253a85e,4.0
carrier_prime_blueprint,2023-08-23T00:00:00.000+00:00,buy,10021,4.0,6.0,5.0,,5.0,559daac1e779897b4253a85e,2.0
carrier_prime_blueprint,2023-08-23T00:00:00.000+00:00,sell,122,5.0,15.0,10.0,,10.0,559daac1e779897b4253a85e,10.0
carrier_prime_blueprint,2023-08-22T00:00:00.000+00:00,closed,12,7.0,10.0,8.5,,9.0,559daac1e779897b4253a85e,3.0
carrier_prime_blueprint,2023-08-22T00:00:00.000+00:00,buy,10041,4.0,6.0,5.0,,5.0,559daac1e779897b4253a85e,2.0
carrier_prime_blueprint,2023-08-22T00:00:00.000+00:00,sell,115,5.0,15.0,10.0,,10.0,559daac1e779897b4253a85e,10.0
carrier_prime_blueprint,2023-08-21T00:00:00.000+00:00,closed,14,7.0,10.0,8.5,,9.0,559daac1e779897b4253a85e,3.0
carrier_prime_blueprint,2023-08-21T00:00:00.000+00:00,buy,10045,4.0,6.0,5.0,,5.0,559daac1e779897b4253a85e,2.0
carrier_prime_blueprint,2023-08-21T00:00:00.000+00:00,sell,80,8.0,12.0,10.0,,10.0,559daac1e779897b4253a85e,4.0
carrier_prime_blueprint,2023-08-17T00:00:00.000+00:00,closed,14,7.0,10.0,8.5,,9.0,559daac1e779897b4253a85e,3.0
carrier_prime_blueprint,2023-08-17T00:00:00.000+00:00,buy,10035,4.0,6.0,5.0,,5.0,559daac1e779897b4253a85e,2.0
carrier_prime_blueprint,2023-08-17T00:00:00.000+00:00,sell,129,5.0,15.0,10.0,,10.0,559daac1e779897b4253a85e,10.0
carrier_prime_blueprint,2023-08-16T00:00:00.000+00:00,closed,10,8.0,10.0,9.0,,9.5,559daac1e779897b4253a85e,2.0
carrier_prime_blueprint,2023-08-16T00:00:00.000+00:00,buy,10020,2.0,6.0,4.0,,4.0,559daac1e779897b4253a85e,4.0
